area_code,area,item_code,item,element_code,element,unit,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018
173,Poland,221,"Almonds, with shell",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,221,"Almonds, with shell",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,711,"Anise, badian, fennel, coriander",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,711,"Anise, badian, fennel, coriander",5510,Production,tonnes,3400,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,515,Apples,5312,Area harvested,ha,,,,,,,,,,,,,,,154000,123000,76000,101000,103000,91500,112000,127000,135000,138000,145000,162000,165000,157800,165236,165098,166408,168456,159278,175206,169650,161989,175595,171963,173607,170443,183526,194680,193439,176335,180399,177203,176352,166150
173,Poland,515,Apples,5419,Yield,hg/ha,,,,,,,,,,,,,,,87217,156102,66372,137915,127381,88780,102281,123598,136426,104429,88848,120464,127170,106922,97087,87849,146263,128670,152422,143917,122308,142287,59225,164609,151277,110178,135843,147798,159486,181206,175656,203398,138439,240717
173,Poland,515,Apples,5510,Production,tonnes,563200,558500,682500,594300,840722,1160890,911928,1030343,1050671,844106,779693,2125690,1729491,1564430,1343142,1920051,504428,1392946,1312026,812340,1145544,1569690,1841755,1441124,1288289,1951515,2098297,1687226,1604221,1450376,2433940,2167518,2427753,2521514,2074951,2304892,1039967,2830658,2626273,1877906,2493078,2877336,3085074,3195299,3168818,3604271,2441393,3999520
173,Poland,526,Apricots,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1678,2613,1926,1655,1720,1469,1501,1638,1670,1821,1667,1692,1663,1405,1286,1110,1078,1049,970
173,Poland,526,Apricots,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21053,22050,22197,22030,28967,28308,21498,16309,6569,24557,28797,20252,23783,20613,29324,28989,33243,28506,12726,37113
173,Poland,526,Apricots,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3700,5800,4243,4794,4869,3158,2448,1076,4101,5244,3376,4024,3428,4120,3728,3690,3073,1335,3600
173,Poland,366,Artichokes,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,366,Artichokes,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,367,Asparagus,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,200,184,158,206,188,198,208,197,143,220,231,213,194,250,220,200,215,215,215,197,207,250,165,182,229,218,204,204,1950
173,Poland,367,Asparagus,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,110000,107826,107595,106796,106383,106061,105769,105279,104895,104545,103896,103286,103093,100000,103227,100000,105256,106558,107860,106599,106280,108000,151515,141154,131703,131239,134853,136863,64872
173,Poland,367,Asparagus,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,2200,1984,1700,2200,2000,2100,2200,2074,1500,2300,2400,2200,2000,2500,2271,2000,2263,2291,2319,2100,2200,2700,2500,2569,3016,2861,2751,2792,12650
173,Poland,572,Avocados,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,572,Avocados,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,486,Bananas,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,486,Bananas,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,44,Barley,5312,Area harvested,ha,899000,1017000,1083000,1230300,1335100,1210035,1235387,1202512,1469794,1322343,1294230,1236611,1098951,1054429,1242287,1335306,1285712,1250253,1174748,1174113,1237389,1197899,1167693,1031953,1047578,1129754,1241996,1137556,1107456,1095998,1071154,1050714,1016150,1013903,1113143,1220596,1232373,1206560,1157000,970693,1018000,1160600,819994,808280,839265,915321,953784,975740
173,Poland,44,Barley,5419,Yield,hg/ha,27259,27040,29166,31769,27252,29894,27492,30232,25383,25861,27348,29493,29679,33715,32890,33040,33714,30428,33272,35920,34404,23531,27873,26026,31297,30419,31128,31749,30711,25396,31092,32072,27865,35218,32172,25898,32523,29998,34433,34997,32671,36018,35776,40516,35277,37594,39768,30659
173,Poland,44,Barley,5510,Production,tonnes,2450600,2750000,3158700,3908500,3638400,3617324,3396333,3635482,3730772,3419702,3539515,3647133,3261618,3554994,4085942,4411842,4334611,3804241,3908673,4217418,4257098,2818788,3254717,2685786,3278613,3436598,3866103,3611680,3401107,2783359,3330484,3369850,2831485,3570787,3581156,3161041,4008096,3619460,3983900,3397171,3325900,4180200,2933579,3274826,2960662,3441090,3793032,2991560
173,Poland,176,"Beans, dry",5312,Area harvested,ha,24000,23000,19000,10000,8537,8657,16445,19495,25543,26750,18122,10528,11641,15697,17876,19604,20269,18023,21641,17351,19668,22118,17460,12233,23350,16959,23405,24345,22777,25312,23071,23921,18077,20424,15900,21369,20061,15104,14267,17637,17541,13478,14843,17455,25829,21890,18003,
173,Poland,176,"Beans, dry",5419,Yield,hg/ha,15417,14783,15789,13000,10963,13560,12882,19217,15937,13697,20855,20420,25171,25805,21552,16274,15228,19447,17869,26484,23173,14564,19228,10574,18949,18251,18196,19730,19457,18634,17728,19389,18600,18591,18077,12962,19363,19757,19976,18958,19894,21704,21106,22001,15749,26751,27731,
173,Poland,176,"Beans, dry",5510,Production,tonnes,37000,34000,30000,13000,9359,11739,21185,37464,40707,36640,37793,21498,29302,40506,38527,31904,30866,35050,38671,45953,45577,32212,33572,12935,44245,30952,42588,48033,44317,47167,40900,46380,33623,37971,28743,27699,38845,29841,28500,33436,34896,29253,31328,38402,40679,58557,49924,
173,Poland,414,"Beans, green",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,350,400,349,300,200,206,150,100,144,151,150,157,155,155,149,146,135,146,145,142,147,180,112,119,121,121,122,121,6420
173,Poland,414,"Beans, green",5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,142857,175000,171920,166667,200000,190388,200000,200000,198264,200132,200000,205924,209290,211226,215235,218699,223630,217603,220414,225845,224490,222222,267857,253950,249008,252231,252295,253802,80654
173,Poland,414,"Beans, green",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,5000,7000,6000,5000,4000,3922,3000,2000,2855,3022,3000,3233,3244,3274,3207,3193,3019,3177,3196,3207,3300,4000,3000,3022,3013,3052,3078,3071,51780
173,Poland,558,Berries nes,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,0,0,918,1566,2134,2779,3250,4500,4750,5901,5144,5082,5643,5254,6885,6373,5864,13447,9418,10198,10799,9507,8735,12471,12615,14240
173,Poland,558,Berries nes,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,74466,73914,75398,77891,86154,66667,68421,57114,78532,76539,68145,77526,56208,73414,66792,42415,53704,52793,57276,49842,48032,43393,42324,46334
173,Poland,558,Berries nes,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,0,0,6836,11575,16090,21646,28000,30000,32500,33703,40397,38897,38454,40732,38699,46787,39167,57035,50578,53838,61852,47385,41956,54115,53392,65980
173,Poland,552,Blueberries,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,425,810,1220,1570,1600,2550,3000,3110,3500,3800,4000,4500,719,713,957,1320,1440,1954,2256,2366,2167,2404,3126,3223,3470,3230,5039,7070,8090
173,Poland,552,Blueberries,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,40000,43210,46721,49045,47500,44706,50000,46624,48857,53947,53750,66667,28498,48107,40815,35136,34306,26745,34827,46589,42432,35753,35992,39500,35934,43690,29214,23116,31273
173,Poland,552,Blueberries,5510,Production,tonnes,0,,,,,,,,,,,,,,,,,,,1700,3500,5700,7700,7600,11400,15000,14500,17100,20500,21500,30000,2049,3430,3906,4638,4940,5226,7857,11023,9195,8595,11251,12731,12469,14112,14721,16343,25300
173,Poland,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,180,180,214,330,230,270,214,180,140,9800,12500,9100,13450,35300,32900,31221,36000
173,Poland,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14286,13889,13889,14019,15152,15217,14815,14019,13889,14286,24592,25072,25253,27353,23575,26398,26824,22725
173,Poland,181,"Broad beans, horse beans, dry",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,250,250,300,500,350,400,300,250,200,24100,31340,22980,36790,83220,86850,83748,81810
173,Poland,89,Buckwheat,5312,Area harvested,ha,57000,42000,37000,41300,34031,42848,37289,61419,79105,126235,140065,97395,50545,50169,43705,39378,54460,61448,66372,38074,34783,42022,40213,42032,39427,41464,42200,44023,48030,61438,54732,36000,33826,47849,67531,80432,72680,64514,69830,88206,75768,71016,70384,62710,58529,81468,78027,
173,Poland,89,Buckwheat,5419,Yield,hg/ha,8596,9048,9730,7990,5953,7853,9710,9399,11373,7846,9310,7123,8853,11750,8834,8101,11289,11808,10755,11173,11269,8558,12574,7150,11515,12305,11686,13172,12559,11944,10718,11123,11133,12894,10676,6734,11590,10653,11632,11022,12272,13296,12911,13315,10853,14553,14497,
173,Poland,89,Buckwheat,5510,Production,tonnes,49000,38000,36000,33000,20259,33647,36206,57726,89964,99046,130405,69376,44745,58947,38611,31902,61478,72559,71386,42540,39197,35962,50564,30054,45402,51023,49313,57987,60321,73384,58661,40042,37657,61697,72096,54161,84236,68726,81226,97220,92985,94421,90874,83499,63524,118562,113113,
173,Poland,358,Cabbages and other brassicas,5312,Area harvested,ha,59196,47346,60964,62536,67841,65516,48271,62052,58746,60254,63003,58615,55390,58613,53265,53767,53366,52253,52240,52139,55135,52284,55367,57138,55553,47795,48428,51002,47384,48408,46287,30098,35318,36074,38844,38111,37299,33300,34331,24130,28808,27973,22484,27133,23528,24091,24442,26400
173,Poland,358,Cabbages and other brassicas,5419,Yield,hg/ha,226502,274215,247359,239126,230432,222090,303901,296809,254650,224554,258499,208145,220611,355278,294719,331524,336011,301288,309455,335426,335176,245874,353000,292556,335839,383239,365519,396057,360703,392290,369343,408476,365026,397073,355689,327744,372450,377318,389545,433900,447353,428530,454738,449088,371882,453137,443339,373239
173,Poland,358,Cabbages and other brassicas,5510,Production,tonnes,1340800,1298300,1508000,1495400,1563277,1455043,1466960,1841761,1495969,1353028,1628620,1220042,1221964,2082390,1569820,1782504,1793156,1574318,1616591,1748878,1847993,1285527,1954454,1671605,1865685,1831691,1770133,2019969,1709154,1898996,1709580,1229432,1289200,1432401,1381637,1249066,1389200,1256470,1337348,1047000,1288735,1198726,1022434,1218511,874964,1091653,1083608,985350
173,Poland,426,Carrots and turnips,5312,Area harvested,ha,23046,20659,23848,24551,26512,25245,23442,27527,27519,28255,28952,27726,27375,28467,27170,27848,28208,29055,30766,31114,32473,31858,33978,35557,32936,28881,29647,33404,32653,34504,33059,27767,30277,30384,33218,32516,31412,28213,29547,19570,23522,22828,19096,22376,22149,22308,22118,22670
173,Poland,426,Carrots and turnips,5419,Yield,hg/ha,174087,221550,203413,173028,164217,166086,222881,218241,217172,194042,221207,188619,203969,266363,251207,251009,273307,255835,245902,264053,259220,210982,274087,221162,247240,274966,269649,296957,277609,274384,278868,249243,275662,305407,279672,256249,298685,289591,309102,390692,377253,365647,388832,367627,305974,368479,373966,320410
173,Poland,426,Carrots and turnips,5510,Production,tonnes,401200,457700,485100,424800,435373,419283,522478,600753,597636,548266,640438,522964,558365,758256,682529,699010,770943,743328,756542,821575,841766,672148,931292,786386,814311,794128,799428,991955,906477,946736,921911,692073,834621,927949,929014,833218,938230,817024,913304,764585,887374,834698,742514,822602,677702,822003,827138,726370
173,Poland,393,Cauliflowers and broccoli,5312,Area harvested,ha,11000,5000,10000,9000,10117,11371,9695,9229,10610,10628,10947,10367,11013,11024,11662,12250,12687,13065,12800,11923,13335,13020,13276,14042,13756,11922,12801,14219,12894,13139,12996,11327,12464,12752,14059,14935,15128,14661,15617,13482,14948,15486,12629,14379,14724,14090,14276,15180
173,Poland,393,Cauliflowers and broccoli,5419,Yield,hg/ha,112727,176000,126500,125111,129758,125002,147580,146473,143718,134653,150459,129201,139419,178088,178766,182100,185042,176498,181688,187599,190736,151876,193158,157003,183992,202946,186359,200900,174833,188903,192683,176531,172668,187852,169885,167674,186690,187507,186419,202486,199123,198099,218568,222938,171739,223377,222063,192852
173,Poland,393,Cauliflowers and broccoli,5510,Production,tonnes,124000,88000,126500,112600,131276,142140,143079,135180,152485,143109,164707,133943,153542,196324,208477,223073,234763,230594,232561,223674,254347,197742,256436,220463,253100,241952,238558,285660,225430,248200,250411,199957,215214,239549,238841,250421,282425,274904,291131,272991,297649,306776,276030,320563,252868,314738,317017,292750
173,Poland,108,Cereals nes,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,1265,1306,1708,2936,1945,2585,16333,5053,3420,8879,8685,5294,2383,2420,96240
173,Poland,108,Cereals nes,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18396,22988,22749,16862,22916,19645,25598,18098,21397,22772,20957,20583,12503,10655,12488,12549
173,Poland,108,Cereals nes,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212,2908,2971,2880,6728,3821,6617,29560,10812,7788,18608,17876,6619,2539,3022,120770
173,Poland,531,Cherries,5312,Area harvested,ha,,,,,,,,,,,,,,,14200,10600,3200,7700,7800,6400,7700,8800,9500,9700,10800,11800,12000,12931,11884,12114,12315,11867,11040,10879,9548,9674,10289,9903,10625,12031,11555,11610,10879,10766,9508,9632,9578,8940
173,Poland,531,Cherries,5419,Yield,hg/ha,,,,,,,,,,,,,,,21749,26077,12000,27992,21547,14606,21121,29149,33294,29743,32997,31515,29688,31739,29520,31826,36253,34344,39966,44528,39284,39657,19619,41218,47534,33359,32872,35369,43710,44650,50629,55827,20532,67069
173,Poland,531,Cherries,5510,Production,tonnes,19700,11700,26400,11200,21949,45129,32991,23868,32100,25166,19713,28564,38643,36565,30884,27642,3840,21554,16807,9348,16263,25651,31629,28851,35637,37188,35626,41042,35081,38554,44645,40756,44122,48442,37508,38364,20186,40818,50505,40134,37984,41063,47552,48070,48138,53773,19666,59960
173,Poland,530,"Cherries, sour",5312,Area harvested,ha,,,,,,,,,,,,,,,39000,24000,8600,22400,24200,23200,25300,29400,31500,32000,34800,38000,33545,38373,38930,39316,39966,39002,37776,39095,34433,36608,37634,36176,35464,33019,33982,33731,33667,32070,29587,29311,29453,27970
173,Poland,530,"Cherries, sour",5419,Yield,hg/ha,,,,,,,,,,,,,,,16959,25097,15514,43591,36379,33390,31527,40714,46682,37185,41489,39312,40546,40721,37128,35506,44965,44396,50595,51601,40615,53247,28605,55750,53356,44592,51512,51997,55908,55050,60621,66465,24309,71730
173,Poland,530,"Cherries, sour",5510,Production,tonnes,20300,26700,25500,24900,18938,41067,36117,35353,37568,41945,36508,43344,80441,76271,66142,60232,13342,97643,88037,77464,79764,119699,147048,118991,144382,149384,136012,156258,144539,139595,179709,173154,191127,201734,139851,194928,107651,201681,189220,147238,175049,175391,188224,176545,179360,194817,71598,200630
173,Poland,220,Chestnut,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,220,Chestnut,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,500,100,50,,60,200,150,100,50,,,,,,,260,500,354,363,371,460,394,,,,,0
173,Poland,459,Chicory roots,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,1536,1739,1060,1460,1679,1239,981,958,2228,4140,2060,1862,1390,1069,1047,1919,1851,1320,1763,1406,1397,1815,931,964,1321,1010,1127,
173,Poland,459,Chicory roots,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,234368,181024,262642,193260,218446,237579,172365,247777,141131,145495,182282,232755,241971,270645,225215,190068,173350,212886,217510,263144,250551,271003,278292,333755,216654,238812,258474,
173,Poland,459,Chicory roots,5510,Production,tonnes,15000,20000,20000,23000,28000,35000,55533,94400,50505,34172,44019,46480,67690,66242,66470,30501,40000,79475,32159,73617,35999,31480,27840,28216,36677,29436,16909,23737,31444,60235,37550,43339,33634,28932,23580,36474,32087,28101,38347,36998,35002,49187,25909,32174,28620,24120,29130,
173,Poland,401,"Chillies and peppers, green",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3710
173,Poland,401,"Chillies and peppers, green",5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000
173,Poland,401,"Chillies and peppers, green",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166950
173,Poland,554,Cranberries,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,554,Cranberries,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,397,Cucumbers and gherkins,5312,Area harvested,ha,29508,26250,31202,31936,33689,34078,26038,31782,33322,32048,34460,31961,30173,28645,28570,29020,31214,32875,31354,30816,33936,32393,32637,34073,33000,27193,28000,29000,27000,27000,26500,19641,21541,21192,21889,22216,21036,19960,20138,14942,17461,17100,14800,16552,16178,14792,15031,16470
173,Poland,397,Cucumbers and gherkins,5419,Yield,hg/ha,117256,174019,146048,75589,144584,84429,129218,70689,150096,74110,147510,109075,128408,83142,49632,100509,113102,150776,112415,125762,136479,122092,115395,107406,123061,114000,119643,137931,142593,131852,128302,245710,226757,218870,214019,221421,243087,251288,238630,295952,292590,304601,346428,321435,301178,363749,361736,327067
173,Poland,397,Cucumbers and gherkins,5510,Production,tonnes,346000,456800,455700,241400,487088,287716,336457,224665,500149,237507,508320,348614,387444,238159,141798,291678,353036,495676,352465,387547,463156,395493,376615,365963,406100,310000,335000,400000,385000,356000,340000,482599,488458,463829,468467,491909,511357,501571,480553,442212,510892,520868,512714,532039,487245,538057,543726,538680
173,Poland,550,Currants,5312,Area harvested,ha,,,,,,,,,,,,,,,31000,28000,20500,30400,30500,30000,30500,34350,32600,31300,31080,32510,31000,34932,33910,33522,34451,42320,38906,38914,47107,43020,45816,43321,43094,45224,39884,44707,45938,45392,44374,44181,44041,43650
173,Poland,550,Currants,5419,Yield,hg/ha,,,,,,,,,,,,,,,58030,53550,49590,54381,54649,43470,55485,62127,60034,53864,49740,59382,52125,50122,45224,43786,50884,37201,49472,49981,39656,45221,30244,45379,45587,43485,42532,43510,43201,35813,36040,37598,29247,37718
173,Poland,550,Currants,5510,Production,tonnes,48609,49454,72776,78049,89786,93329,130632,110785,151393,111957,129071,138557,164112,150846,179894,149940,101660,165319,166680,130409,169228,213406,195712,168595,154591,193052,161586,175086,153353,146780,175300,157434,192475,194498,186809,194539,138568,196587,196453,196658,169634,194522,198459,162562,159922,166110,128808,164640
173,Poland,399,Eggplants (aubergines),5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,399,Eggplants (aubergines),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Poland,569,Figs,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,569,Figs,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,773,Flax fibre and tow,5312,Area harvested,ha,100500,96400,77300,73900,79069,86545,62346,83922,100905,82144,58668,42092,47527,44476,43053,36486,27713,31258,34289,29630,9672,5505,4003,8120,13742,5859,3724,2373,3109,4082,5200,5100,2927,3456,5652,2586,2041,2428,1897,541,848,640,667,249,295,159,174,90
173,Poland,773,Flax fibre and tow,5419,Yield,hg/ha,5950,5892,5705,5954,7677,6111,5801,7033,6381,6015,5760,5431,5375,6307,6382,6385,6110,5774,5437,5490,4797,3388,4122,3621,4002,3926,3759,4214,22194,19353,19615,19804,3543,4164,3248,2177,2460,2916,2225,3641,2936,2781,2609,2209,2339,3145,2011,27778
173,Poland,773,Flax fibre and tow,5510,Production,tonnes,59800,56800,44100,44000,60700,52884,36164,59025,64387,49413,33794,22862,25544,28052,27475,23295,16933,18048,18642,16268,4640,1865,1650,2940,5500,2300,1400,1000,6900,7900,10200,10100,1037,1439,1836,563,502,708,422,197,249,178,174,55,69,50,35,250
173,Poland,512,"Fruit, citrus nes",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,512,"Fruit, citrus nes",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,619,"Fruit, fresh nes",5312,Area harvested,ha,,,,,,,,,,,,,,,1100,1100,900,900,900,420,320,220,100,51,52,1000,916,758,800,696,1000,4000,2000,3000,4000,4758,6190,5712,5800,6301,9829,11356,12826,14987,12972,13555,13810,
173,Poland,619,"Fruit, fresh nes",5419,Yield,hg/ha,,,,,,,,,,,,,,,72727,72727,55556,66667,55556,71429,62500,59091,60000,58824,57692,57000,43668,31649,15000,21552,20000,21750,37500,83333,87500,83094,59792,78447,79310,74561,60928,56997,54556,49686,53747,52664,52033,
173,Poland,619,"Fruit, fresh nes",5510,Production,tonnes,26000,21200,27700,13400,18600,23900,15600,7200,7900,2800,2000,7000,7000,9000,8000,8000,5000,6000,5000,3000,2000,1300,600,300,300,5700,4000,2399,1200,1500,2000,8700,7500,25000,35000,39536,37011,44809,46000,46981,59886,64726,69973,74464,69721,71386,71857,
173,Poland,541,"Fruit, stone nes",5312,Area harvested,ha,,,,,,,,,,,,,,,5200,3400,500,1600,2000,1200,1500,2200,2500,2400,2900,3300,3835,3905,2000,3500,2635,3800,2000,3000,2900,3000,2705,2900,2800,3354,3049,2900,3233,3150,3274,3334,3306,
173,Poland,541,"Fruit, stone nes",5419,Yield,hg/ha,,,,,,,,,,,,,,,21923,42324,8540,27588,30365,19550,21960,42018,51324,35679,41379,40606,38331,38668,45000,39143,39089,46579,24000,43333,34483,36667,36969,36207,30357,32191,36048,35510,35311,35895,35916,35672,35569,
173,Poland,541,"Fruit, stone nes",5510,Production,tonnes,5100,3000,9300,2600,6100,11100,13526,12186,13098,12650,7944,18879,24395,20085,11400,14390,427,4414,6073,2346,3294,9244,12831,8563,12000,13400,14700,15100,9000,13700,10300,17700,4800,13000,10000,11000,10000,10500,8500,10797,10991,10298,11416,11307,11759,11893,11759,
173,Poland,603,"Fruit, tropical fresh nes",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,603,"Fruit, tropical fresh nes",5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,406,Garlic,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450
173,Poland,406,Garlic,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109172
173,Poland,406,Garlic,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15830
173,Poland,549,Gooseberries,5312,Area harvested,ha,,,,,,,,,,,,,,,6000,6000,6000,6000,6000,6207,5424,5893,6160,5760,5750,5800,5500,6244,5944,5879,5755,3640,3613,3636,3131,2980,3122,2902,2824,3159,3096,3108,2661,2373,2212,2380,2334,
173,Poland,549,Gooseberries,5419,Yield,hg/ha,,,,,,,,,,,,,,,67442,65515,61422,66600,69555,56143,76726,76318,75998,72929,73595,72431,65480,61003,52932,48619,51472,59720,56311,54719,53398,54440,43997,55672,55903,44916,47125,52503,56321,52457,54819,52361,40518,
173,Poland,549,Gooseberries,5510,Production,tonnes,21465,22066,27095,30684,25948,26553,23244,29725,34942,37023,34254,35702,40267,42560,40465,39309,36853,39960,41733,34848,41616,44974,46815,42007,42317,42010,36014,38090,31463,28583,29622,21738,20345,19896,16719,16223,13736,16156,15787,14189,14590,16318,14987,12448,12126,12462,9457,
173,Poland,103,"Grain, mixed",5312,Area harvested,ha,372000,457000,461000,477000,543197,582275,625628,643691,764743,736775,880631,929363,913673,853511,920864,1056835,1064752,1184261,1162141,1169211,1229815,1260307,1255557,1308897,1365855,1262891,1429427,1458042,1383696,1477654,1471234,1364747,1453674,1460833,1436447,1543720,1505161,1444010,1339647,1093910,1199222,1278331,1012371,880812,812889,797857,880388,992540
173,Poland,103,"Grain, mixed",5419,Yield,hg/ha,23038,23611,29046,30818,26039,27823,25974,27483,23069,24061,26349,26969,26332,30074,29867,30114,31128,28606,29826,30400,29952,20730,25485,23120,28143,27876,28716,29313,28289,20867,27592,28109,24817,29585,27264,21889,28285,25435,28993,30520,28124,30661,29842,33179,27678,30270,32343,24774
173,Poland,103,"Grain, mixed",5510,Production,tonnes,857000,1079000,1339000,1470000,1414428,1620041,1625000,1769036,1764155,1772790,2320405,2506353,2405924,2566828,2750331,3182507,3314393,3387710,3466184,3554357,3683540,2612605,3199783,3026197,3843988,3520422,4104696,4274015,3914311,3083447,4059492,3836100,3607643,4321856,3916353,3379033,4257396,3672890,3884045,3338666,3372730,3919553,3021106,2922436,2249945,2415153,2847409,2458900
173,Poland,507,Grapefruit (inc. pomelos),5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,507,Grapefruit (inc. pomelos),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,Poland,560,Grapes,5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730
173,Poland,560,Grapes,5419,Yield,hg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53699
173,Poland,560,Grapes,5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920
173,Poland,225,"Hazelnuts, with shell",5312,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,1637,1651,2638,2241,3618,3131,2663,3575,3489,3686,4006,4023,3553,3722,3740,3720
