"Anise, badian, fennel, coriander",Apples,Apricots,Asparagus,Barley,"Beans, dry","Beans, green",Berries nes,Blueberries,"Broad beans, horse beans, dry",Buckwheat,Cabbages and other brassicas,Carrots and turnips,Cauliflowers and broccoli,Cereals nes,"Cereals, Total",Cherries,"Cherries, sour",Chestnut,Chicory roots,"Chillies and peppers, green",Cucumbers and gherkins,Currants,Fibre Crops Primary,Flax fibre and tow,Fruit Primary,"Fruit, fresh nes","Fruit, stone nes",Garlic,Gooseberries,"Grain, mixed",Grapes,"Hazelnuts, with shell",Hemp tow waste,Hempseed,Hops,"Leeks, other alliaceous vegetables",Lettuce and chicory,Linseed,Lupins,Maize,"Maize, green",Millet,Mushrooms and truffles,Nuts nes,Oats,Oilcrops,"Oilcrops, Cake Equivalent","Oilcrops, Oil Equivalent",Oilseeds nes,"Onions, dry",Peaches and nectarines,Pears,"Peas, dry","Peas, green",Plums and sloes,Potatoes,Pulses nes,"Pulses, Total","Pumpkins, squash and gourds",Rapeseed,Raspberries,"Roots and Tubers, Total",Rye,Soybeans,Spinach,Strawberries,String beans,Sugar Crops Primary,Sugar beet,Sunflower seed,"Tobacco, unmanufactured",Tomatoes,"Treenuts, Total",Triticale,Vegetables Primary,"Vegetables, fresh nes","Vegetables, leguminous nes",Vetches,"Walnuts, with shell",Wheat
0.0,2746611.0,30610.0,105699.0,4432730.0,81699.0,209314.0,105671.0,101167.0,14626.0,124111.0,2125210.0,1233838.0,456090.0,0.0,35811818.0,93213.0,264640.0,0.0,221892.0,0.0,494802.0,260635.0,34970.0,35015.0,3933713.0,23000.0,52024.0,0.0,86849.0,5558318.0,0.0,0.0,7263.0,4605.0,16558.0,274143.0,137190.0,9309.0,46167.0,1647056.0,117555.0,0.0,110000.0,0.0,1860784.0,1570692.0,1127503.0,882406.0,47238.0,887639.0,42131.0,137822.0,79656.0,91261.0,205226.0,20735362.0,181400.0,340509.0,202476.0,1530863.0,92434.0,20735362.0,6890256.0,0.0,0.0,344694.0,150094.0,12039332.0,12039332.0,15952.0,55466.0,433778.0,32000.0,3569018.0,6162376.0,1441041.0,80137.0,18296.0,32000.0,11945427.0
0.0,2464644.0,28199.0,105287.0,4452636.0,89690.0,212689.0,96718.0,31266.0,14319.0,87165.0,1668006.0,969083.0,387815.0,0.0,35203080.0,86967.0,256552.0,0.0,277956.0,0.0,747950.0,236955.0,34952.0,35004.0,3493429.0,34450.0,68079.0,0.0,85098.0,5228956.0,0.0,12363.0,7263.0,4605.0,15545.0,222661.0,149300.0,11584.0,25450.0,2342237.0,125644.0,0.0,120000.0,0.0,2116299.0,1443731.0,1047418.0,828370.0,39391.0,823792.0,55239.0,170480.0,80686.0,84302.0,168044.0,16519440.0,212867.0,351439.0,213009.0,1413426.0,91737.0,16519440.0,5415558.0,0.0,0.0,231370.0,135129.0,14180263.0,14180263.0,16359.0,51156.0,1167940.0,33037.0,4023924.0,5952784.0,1732889.0,80881.0,16320.0,34335.0,11756714.0
0.0,2739453.0,35416.0,102750.0,3875500.0,70300.0,214655.0,124073.0,52250.0,14319.0,82616.0,1689544.0,1140560.0,400346.0,23354.0,31582668.0,95128.0,279498.0,0.0,276995.0,0.0,736756.0,280853.0,7711.0,7507.0,3764284.0,47000.0,30800.0,0.0,80269.0,5086134.0,0.0,18129.0,7263.0,4709.0,19304.0,262043.0,136712.0,11378.0,32720.0,2292876.0,116955.0,23900.0,134873.0,150.0,1731216.0,1308786.0,970302.0,781574.0,76797.0,919659.0,49342.0,144824.0,60100.0,82469.0,178404.0,14676587.0,258061.0,369069.0,214309.0,1237844.0,88595.0,14676587.0,4672984.0,6524.0,0.0,205325.0,147375.0,12435851.0,12435851.0,19291.0,53613.0,1058889.0,37060.0,3825723.0,5686342.0,987692.0,83706.0,14234.0,35571.0,10200252.0
0.0,2840637.0,34897.0,105718.0,4619908.0,76986.0,218591.0,120518.0,45678.0,14533.0,122440.0,1865548.0,1263740.0,440153.0,27161.0,38047796.0,103849.0,292430.0,0.0,300646.0,0.0,703891.0,283393.0,9238.0,9059.0,4030828.0,111333.0,59333.0,0.0,78251.0,5812274.0,0.0,17727.0,7263.0,4625.0,17972.0,294773.0,163568.0,12884.0,47021.0,2812666.0,116630.0,30667.0,150000.0,50.0,1977725.0,2269992.0,1589021.0,1212552.0,72200.0,1139159.0,56765.0,162114.0,71163.0,95152.0,210255.0,14908170.0,236279.0,368990.0,238006.0,2201480.0,111116.0,14908170.0,5857977.0,16704.0,0.0,273577.0,144138.0,13455884.0,13455884.0,23142.0,63164.0,997871.0,37804.0,4816649.0,6222478.0,1062086.0,96182.0,17623.0,38538.0,12246035.0
0.0,2366909.0,26125.0,102200.0,4726471.0,62720.0,222038.0,112242.0,41094.0,15982.0,150303.0,1776170.0,1241904.0,422785.0,27026.0,35289159.0,86340.0,214899.0,0.0,249842.0,0.0,704375.0,273572.0,10904.0,10736.0,3422611.0,126500.0,47383.0,0.0,73248.0,5380064.0,0.0,17302.0,7263.0,4714.0,20269.0,284105.0,158041.0,19286.0,83971.0,2342073.0,139875.0,28876.0,160000.0,0.0,1887902.0,2083790.0,1479373.0,1146445.0,55441.0,954732.0,42021.0,119077.0,71479.0,98766.0,156099.0,11133730.0,199514.0,364471.0,254707.0,2026306.0,120109.0,11133730.0,4843701.0,11914.0,0.0,273489.0,161402.0,12426636.0,12426636.0,28868.0,70868.0,1001993.0,31779.0,5130211.0,6092211.0,1059370.0,89251.0,20912.0,33233.0,11029072.0
0.0,2609168.0,20258.0,107734.0,4407535.0,62030.0,226784.0,123512.0,40686.0,15797.0,141327.0,1614921.0,1121983.0,433030.0,21450.0,30183042.0,87695.0,284783.0,0.0,228461.0,0.0,735546.0,282780.0,5607.0,5326.0,3717855.0,127388.0,50667.0,0.0,73643.0,4944642.0,0.0,16645.0,6886.0,4740.0,17336.0,273596.0,134797.0,12430.0,64416.0,1605243.0,122193.0,21041.0,169049.0,55.0,1592988.0,2378553.0,1692217.0,1313250.0,73242.0,794044.0,25926.0,119226.0,63167.0,90570.0,159094.0,9729600.0,235000.0,378234.0,259692.0,2301851.0,100424.0,9729600.0,3959521.0,12059.0,0.0,284321.0,130928.0,12174759.0,12174759.0,21595.0,63861.0,1075458.0,28339.0,4418008.0,5871226.0,1113621.0,74682.0,12780.0,22917.0,9267843.0
0.0,1274787.0,9283.0,109064.0,5272992.0,78269.0,220926.0,101792.0,33925.0,15485.0,168506.0,1798949.0,1268327.0,484243.0,32580.0,35528166.0,50094.0,173890.0,260.0,207288.0,0.0,775480.0,214628.0,5347.0,5003.0,2149748.0,102993.0,49674.0,0.0,60855.0,5790842.0,0.0,16679.0,6930.0,4662.0,20585.0,293964.0,169183.0,15390.0,111862.0,2050015.0,141714.0,35756.0,180000.0,0.0,2070007.0,3027899.0,2148433.0,1662958.0,73038.0,1005528.0,17842.0,67367.0,70006.0,97247.0,99752.0,12567678.0,222138.0,427254.0,305194.0,2953356.0,104364.0,12567678.0,4465640.0,16670.0,0.0,228358.0,161257.0,13441514.0,13441514.0,26364.0,79523.0,1139168.0,30210.0,5440209.0,6382372.0,1085079.0,85480.0,17003.0,22865.0,10468628.0
0.0,3167230.0,30328.0,110394.0,4856018.0,64702.0,223755.0,126574.0,44940.0,14533.0,143893.0,1667088.0,1134828.0,477072.0,25411.0,36295275.0,91939.0,293607.0,500.0,242307.0,0.0,772819.0,285287.0,6383.0,6052.0,4373947.0,128968.0,49607.0,0.0,74730.0,5142335.0,0.0,17533.0,7035.0,4833.0,20976.0,279739.0,137623.0,14568.0,83296.0,2219782.0,128629.0,31247.0,185000.0,0.0,1835934.0,2957032.0,2091859.0,1615105.0,53932.0,853221.0,53358.0,141731.0,55934.0,90253.0,188462.0,11201591.0,214545.0,364948.0,297096.0,2904220.0,142358.0,11201591.0,4869764.0,15393.0,0.0,292158.0,156548.0,9367450.0,9367450.0,25133.0,82206.0,1197067.0,45054.0,5826514.0,5861863.0,991013.0,82380.0,21413.0,37072.0,11593586.0
0.0,2951157.0,35862.0,108896.0,5175333.0,62743.0,229194.0,111823.0,59978.0,14319.0,162688.0,1761224.0,1251953.0,493167.0,34800.0,38443994.0,108664.0,278040.0,354.0,257620.0,0.0,739321.0,285134.0,4946.0,4544.0,4174146.0,131110.0,41657.0,0.0,74514.0,5252685.0,0.0,17190.0,6936.0,4755.0,23996.0,303417.0,136313.0,16526.0,108595.0,2042962.0,137157.0,35872.0,206613.0,0.0,1967645.0,3402096.0,2375977.0,1809823.0,67397.0,964486.0,53266.0,159317.0,58908.0,98442.0,199127.0,10401770.0,240906.0,415274.0,336784.0,3337621.0,142439.0,10401770.0,5135202.0,16793.0,0.0,289810.0,167100.0,11591770.0,11591770.0,24520.0,79371.0,1188713.0,45292.0,6734727.0,6298721.0,1092894.0,89899.0,25106.0,38435.0,12177511.0
0.0,2158527.0,25295.0,108687.0,4402861.0,70031.0,227937.0,112897.0,53794.0,14626.0,196448.0,1505030.0,1174847.0,488959.0,63991.0,34860982.0,85524.0,224849.0,363.0,301548.0,0.0,753106.0,285367.0,5035.0,4379.0,3248620.0,127843.0,46342.0,0.0,62264.0,4463096.0,0.0,13634.0,6902.0,4755.0,16734.0,334823.0,224533.0,16692.0,218494.0,2387590.0,152621.0,46741.0,230000.0,0.0,2117088.0,3289460.0,2367236.0,1857082.0,90857.0,845511.0,40276.0,110478.0,77594.0,109201.0,148545.0,9059714.0,230251.0,546292.0,408362.0,3197731.0,153840.0,9059714.0,3938188.0,14187.0,0.0,231858.0,183393.0,10662402.0,10662402.0,22554.0,72628.0,1078980.0,48555.0,5935104.0,5587464.0,1140676.0,92088.0,31807.0,41391.0,11576622.0
0.0,2812447.0,29499.0,110950.0,4376571.0,72331.0,226402.0,113700.0,46752.0,58492.0,181025.0,1764896.0,1288149.0,511720.0,37262.0,34604733.0,82411.0,260543.0,371.0,286950.0,0.0,820943.0,252050.0,4597.0,4033.0,3967600.0,130643.0,50088.0,0.0,64811.0,4600076.0,0.0,15486.0,6867.0,4755.0,19926.0,323215.0,250117.0,16850.0,146032.0,2797170.0,158297.0,41459.0,220000.0,0.0,1953095.0,2774406.0,2006468.0,1582806.0,59782.0,957803.0,37279.0,128253.0,77003.0,88829.0,157349.0,9998625.0,276422.0,547423.0,405901.0,2714383.0,188658.0,9998625.0,3710106.0,16452.0,0.0,249569.0,170267.0,12451300.0,12451300.0,26617.0,71983.0,1255678.0,48607.0,5537955.0,6300671.0,1138735.0,91775.0,21201.0,40945.0,11639248.0
0.0,3219814.0,25704.0,154180.0,5376818.0,64435.0,270969.0,116829.0,50369.0,68912.0,178733.0,1655229.0,1223173.0,520361.0,33980.0,36285230.0,88042.0,261119.0,460.0,322005.0,0.0,842569.0,282739.0,4281.0,3599.0,4419103.0,133079.0,48708.0,0.0,71929.0,5228545.0,0.0,19366.0,6766.0,5090.0,17348.0,324419.0,235207.0,15818.0,142826.0,4613181.0,147873.0,70310.0,230006.0,0.0,2010269.0,2664454.0,1895358.0,1471076.0,51526.0,923371.0,39495.0,135027.0,89548.0,98589.0,174894.0,9708651.0,472649.0,752881.0,440523.0,2611806.0,200179.0,9708651.0,3957899.0,19391.0,0.0,229039.0,152142.0,13144040.0,13144040.0,26601.0,73897.0,1351031.0,45614.0,4374791.0,6160016.0,1106419.0,84947.0,23306.0,36287.0,10726238.0
0.0,3437999.0,34849.0,143905.0,3789349.0,67277.0,257091.0,129927.0,55454.0,57333.0,174169.0,1499656.0,1150442.0,507227.0,48444.0,35972650.0,102141.0,277799.0,394.0,305132.0,0.0,873942.0,287598.0,4125.0,3450.0,4727087.0,137355.0,49960.0,0.0,73969.0,4063319.0,0.0,21949.0,6730.0,5090.0,19032.0,308152.0,267060.0,17458.0,182188.0,4719761.0,146561.0,89688.0,249148.0,0.0,1651283.0,3682127.0,2586265.0,1982412.0,57530.0,845590.0,48859.0,157215.0,72743.0,93880.0,176861.0,7847185.0,305994.0,600259.0,443870.0,3627453.0,191857.0,7847185.0,4560638.0,0.0,0.0,282681.0,169011.0,12007931.0,12007931.0,24745.0,66426.0,1542904.0,39982.0,5486041.0,5741816.0,1071513.0,106889.0,24243.0,37866.0,11667418.0
0.0,3552840.0,34003.0,134948.0,4123622.0,77858.0,252142.0,106734.0,51873.0,77593.0,159524.0,1694732.0,1212605.0,557880.0,47144.0,39473069.0,103486.0,263665.0,0.0,366893.0,0.0,870026.0,243767.0,3671.0,2513.0,4775729.0,139137.0,50352.0,0.0,67278.0,3836427.0,0.0,23302.0,6475.0,4903.0,20507.0,326305.0,266803.0,23794.0,237294.0,5212534.0,162077.0,102505.0,263368.0,0.0,1967674.0,4344942.0,3000944.0,2258447.0,88252.0,939100.0,49134.0,157204.0,87938.0,108635.0,186727.0,8243768.0,451570.0,853476.0,450448.0,4261356.0,198648.0,8243768.0,3710539.0,0.0,0.0,293631.0,159005.0,14369017.0,14369017.0,20777.0,73385.0,1470675.0,37608.0,6592845.0,6384386.0,1178399.0,104806.0,35655.0,34722.0,14017173.0
0.0,3524873.0,38043.0,134318.0,3835204.0,82257.0,255404.0,98723.0,61032.0,142095.0,132906.0,1270374.0,1005825.0,439331.0,24416.0,35551856.0,108275.0,269568.0,0.0,246595.0,0.0,804601.0,240336.0,3735.0,2703.0,4673374.0,136440.0,50949.0,0.0,69157.0,3090512.0,0.0,24235.0,6598.0,4855.0,19430.0,276189.0,241587.0,24148.0,513029.0,3873594.0,130134.0,76553.0,268990.0,0.0,1706788.0,3784846.0,2668522.0,2050245.0,107961.0,792740.0,53364.0,154221.0,153262.0,103164.0,177146.0,6824231.0,423838.0,1261533.0,390439.0,3676368.0,136455.0,6824231.0,2766163.0,0.0,0.0,296325.0,125852.0,10064490.0,10064490.0,19997.0,60985.0,1424399.0,39253.0,6890822.0,5530900.0,1091801.0,85981.0,43190.0,38087.0,13398982.0
0.0,3984872.0,32657.0,137808.0,4394005.0,107198.0,255495.0,109979.0,48974.0,146148.0,214583.0,1568881.0,1212790.0,552205.0,15577.0,37289822.0,119232.0,290593.0,0.0,263942.0,0.0,916598.0,247889.0,4644.0,3354.0,5234043.0,137605.0,50899.0,0.0,67203.0,3243280.0,0.0,24095.0,6643.0,4844.0,19704.0,305912.0,240660.0,26941.0,349399.0,5009597.0,196164.0,82202.0,280348.0,0.0,1859298.0,3168618.0,2248765.0,1732912.0,71517.0,923245.0,58250.0,193494.0,157992.0,105847.0,199497.0,9468645.0,273435.0,970879.0,447812.0,3068872.0,202421.0,9468645.0,3003043.0,41686.0,0.0,286499.0,150045.0,14392092.0,14392092.0,23050.0,69251.0,1649622.0,38794.0,6513122.0,6400569.0,1165832.0,91517.0,45018.0,35766.0,13237782.0
0.0,2756184.0,15110.0,139859.0,4786584.0,95658.0,256994.0,108331.0,46529.0,141793.0,205637.0,1551389.0,1223222.0,553356.0,17930.0,39568956.0,49776.0,125360.0,0.0,288731.0,0.0,920493.0,202096.0,3782.0,2220.0,3709398.0,137700.0,50634.0,0.0,52309.0,3760140.0,0.0,20768.0,6598.0,4833.0,24377.0,318543.0,247853.0,30464.0,288287.0,4655242.0,179848.0,65898.0,291357.0,0.0,1985661.0,3784515.0,2660218.0,2027831.0,107490.0,949934.0,28515.0,134035.0,140366.0,118047.0,113463.0,9779559.0,489521.0,1065272.0,490722.0,3641033.0,169438.0,9779559.0,3577482.0,51378.0,0.0,263404.0,154035.0,16643644.0,16643644.0,28716.0,70596.0,1694292.0,27741.0,6703364.0,6512626.0,1201929.0,106885.0,9234.0,20099.0,14106328.0
0.0,4406387.0,41683.0,79472.0,3997959.0,0.0,138854.0,126554.0,64663.0,140535.0,0.0,1384989.0,1069450.0,500782.0,229559.0,34121557.0,135969.0,300330.0,0.0,0.0,620660.0,882217.0,246008.0,53406.0,28118.0,5575411.0,0.0,0.0,126452.0,0.0,3476214.0,58349.0,28209.0,60040.0,0.0,24207.0,287272.0,235944.0,25194.0,230396.0,4496306.0,0.0,0.0,200160.0,0.0,1664595.0,3085823.0,2208952.0,1720018.0,81089.0,809487.0,62606.0,222744.0,57862.0,98306.0,224382.0,7854226.0,354566.0,727532.0,458386.0,2975635.0,184264.0,7854226.0,3044318.0,34904.0,81024.0,296104.0,0.0,15140479.0,15140479.0,31206.0,69830.0,1650430.0,46225.0,5328762.0,5982602.0,951390.0,81238.0,0.0,47500.0,12094721.0
